stock,date,title,label
ETN,2012-12-12,"Eaton CEO Cutler: 'This is a Time for Legislation, Not Vacation; It's Critical to Get a Fiscal Cliff Deal'; Eaton CEO Cutler: 'All the Products Cooper has are Complementary to Ours'; Eaton CEO Cutler: About 80% of Our Business will be in Newer Segments of Our Company'; Jim Cramer Interviews CEO Alexander Cutler of Eaton Corporation on Mad Money; Bank of America Merrill Lynch Reiterates Buy Rating, $62 PO on Eaton ",1
DG,2016-05-27,"Dollar General Is Still One Of The Best Retail Growth Stories; Goldman Praises Dollar General's Consistent Top Line, Cost Control",1
PERY,2014-08-06,"Perry Ellis Reportedly On Block; Stock Jumps 8%; Deal Says Perry Ellis Considering Sale; VF Corp Rumored Buyer, According to Sources; Perry Ellis Spikes Higher",2
SNY,2012-10-04,"Benzinga's M&A Chatter for Thursday October 4, 2012; Rosetta Genomics Spokesperson Had No Knowledge of Sanofi Bid; Responding to Earlier Chatter",1
ENVA,2015-05-29,"Benzinga's Top Initiations; JMP Securities Initiates Enova International With Market Outperform; JMP Securities Initiates Coverage on Enova International at Market Outperform, Announces $26.00 PT",1
JRVR,2015-01-06,"UPDATE: Keefe, Bruyette & Woods Initiates Coverage On James River Group On Multiple Positive Factors; BMO Capital Initiates Coverage on James River Group Hldgs at Outperform, Announces $25.00 PT; FBR Capital Initiates Coverage on James River Group Hldgs at Outperform, Announces $28.00 PT; SunTrust Robinson Humphrey Initiates Coverage on James River Group Hldgs at Buy, Announces $30.00 PT",1
AEG,2015-12-10,Benzinga's Top Downgrades; RBC Capital Downgrades Aegon to Sector Perform,1
NRG,2015-04-24,"Grid Edge 20: Who Is Disrupting the U.S. Electric Market?; Federal Energy Regulatory Commission Has Granted a PJM Request for Delay of Capacity Auction; Electric Utilities Stocks Appear to be Responding; Dynegy, NRG Spike Higher on Volume",2
CUR,2015-03-12,"Morning Market Losers; US Stock Futures Gain Ahead Of Jobless Claims, Retail Sales Data; Neuralstem Says Phase II ALS Trial Met Primary Safety Endpoints",0
TM,2016-06-22,"UPDATE: TrueCar Sees Seasonally Adjusted Annualized Rate of US Auto Sales 17.2M Units, Up from 17M in 2015; TrueCar Sees Total New Auto Sales Up 5.4% YoY in June",1
JCI,2011-04-21,Earnings Report For Johnson Controls (JCI); Johnson Controls Earnings Preview (JCI),1
SPB,2013-02-06,"Spectrum Brands Holdings, Inc. Reports Q1 EPS of $0.72 vs $0.73 Est; Revenue of $870.30M vs $895.30M Est; Earnings Scheduled For February 6, 2013",2
GGP,2010-12-15,"HCP, Annaly Capital: REIT Volume Movers; JP Morgan Resumes Coverage on GGP At Neutral",1
TXRH,2011-02-24,J.P. Morgan Raises Texas Roadhouse PT To $19 (TXRH); JP Morgan Raises PT On Texas Roadhouse To $19,0
KEY,2016-05-19,KeyCorp Pays about 30% Profit As Dividend; KeyCorp Raises Qtr. Dividend from $0.075 to $0.085/Share,1
ADI,2013-10-14,Analog Devices to Sell Microphone Product Line to InvenSense for $100M in Cash; Analog Device to Sell Mic Product Line to InvenSense for $100M in Cash,1
TXRH,2013-07-16,"UPDATE: J.P. Morgan Downgrades Texas Roadhouse on Fair Valuation; Stifel Nicolaus Initiates Coverage on Texas Roadhouse, Inc. at Buy; JP Morgan Downgrades Texas Roadhouse, Inc. to Neutral, Raises PT to $25.00",1
IVZ,2011-01-13,Invesco's AUM Rises in December - Analyst Blog; Invesco's AUM Rises in December - Analyst Blog,1
AEZS,2014-07-17,"UPDATE: H.C. Wainwright Initiates Coverage On AEterna Zentaris; HC Wainwright Initiates Coverage on AEterna Zentaris Inc. at Buy, Announces $3.00 PT",0
AIMC,2013-02-14,"Altra Holdings, Inc. Sees FY2013 EPS $1.75-1.85 vs $1.73 Est; Altra Holdings, Inc. Reports Q4 EPS of $0.36 vs $0.24 Est; Revenue of $177.20M vs $168.80M Est; Altra Holdings, Inc. Reports Q4 EPS of $0.36 vs $0.24 Est; Revenue of $177.20M vs $168.80M Est",1
ADI,2013-05-22,"UPDATE: Jefferies Lowers PT on Analog Devices Following In-Line April Quarters, Weaker June Outlook; UPDATE: Deutsche Bank Lowers PT on Analog Devices on Continued Slow Recovery; Jefferies Maintains Hold on Analog Devices, Inc., Lowers PT to $50.00; Deutsche Bank Maintains Hold on Analog Devices, Inc., Lowers PT to $44.00",1
TM,2015-04-01,From Toyota Newsroom: 'Toyota Motor Sales Reports 4.9 Percent March Increase'; Toyota Motors Reports US Auto Sales Growth 4.9%,1
EGO,2015-03-09,"After-Hours Market Movers Led By Urban Outfitters, United Natural Foods & 21Vianet On Monday; Top 4 Mid-Cap Stocks In The Gold Industry With The Highest Profit Margin",0
TST,2014-12-03,"TheStreet, Inc. Shares Rise On 13D Filing; 13D Filing from Carlo Cannell on TheStreet Shows Unch 8.95% Stake, Calling on Directors to Start Process to Auction Co., Wants Cramer to 'Resign from CNBC and Align Considerable Energy, Talents to Helping Shareholders'",2
COF,2010-01-19,"Credit Card Sector Set for Growth in 2010 (AXP, COF, DFS); Capital One Prospects Look Bright (COF)",2
KEY,2015-05-06,"KBW Slashes KeyCorp To Underperform, Cites Premium Valuation Unjustified; Benzinga's Top Downgrades; Keefe Bruyette & Woods Downgrades KeyCorp To Underperform; KBW Downgrades KEY, Upgrades USB, Sees Potential Interest Rate By Fed; Keefe Bruyette & Woods Downgrades KeyCorp to Underperform, Maintains $14.00 PT",1
KEY,2013-10-22,Benzinga's Top Upgrades; Keefe Bruyette & Woods Upgrades KeyCorp to Market Perform,1
HDP,2017-07-25,"Benzinga's Top Upgrades, Downgrades For July 25, 2017; Needham Initiates Coverage On Hortonworks with Buy Rating, Announces $25.00 Price Target",2
AWX,2017-03-16,"Avalon Holdings Reports Q4 EPS $(0.10) vs $(0.05) In Same Qtr. Last Year, Sale $15.6M vs $13.9M YoY; Avalon Holdings Reports Q4 EPS $(0.10) vs $(0.05) in Same Qtr. Last Year, Operating Sales $15.578M",1
ZGNX,2017-02-13,"UPDATE: Zogenix Says Safety, Efficacy Portion of 1504, ZX008 Study Expanded from EU to Include Sites in U.S. and Canada; Zogenix Reports Initiation of Clinical Efficacy Portion of Study 1504, ZX008 in Dravet Syndrome",2
JWN,2011-02-18,"Citi Reiterates Nordstrom Buy, $56 PT (JWN); US Stock Futures Down As Investors Await G-20 Meeting, China Raises Reserve Requirement Ratio; Stocks To Watch For February 18 (BRCD, CPB, INTU, PGN, JWN)",2
BBL,2016-11-15,Mid-Afternoon Market Update: NASDAQ Gains 1%; Stratasys Shares Drop Following Disappointing Results; Mid-Morning Market Update: Markets Mixed; Home Depot Beats Q3 Expectations,1
GGP,2015-04-27,"General Growth Expecting Q2 FFO $0.31-$0.33 vs $0.33 Est.; General Growth Properties Reports Q1 FFO $0.32, Inline",1
EFX,2014-04-23,"Equifax, Inc. Reports Q1 EPS of $0.89 vs $0.87 Est; Revenue of $584.50M vs $586.65M Est; UPDATE: Credit Suisse Upgrades Equifax as Stock is Poised for Revenue Acceleration; Benzinga's Top Upgrades; Credit Suisse Upgrades Equifax, Inc. to Outperform, Raises PT to $80.00",1
ALSN,2016-03-02,Allison Transmission Gets Boost From Bank Of America: Here's What Made Investors Buy; Benzinga's Top Upgrades; Bank of America Upgrades Allison Transmission to Buy,1
EROS,2016-03-21,Mid-Day Market Update: Affymetrix Stock Drops; Valeant Shares Spike Higher; Mid-Morning Market Update: Markets Edge Lower; Sherwin-Williams To Buy Valspar For $113/Share,1
STLD,2015-03-20,Wells Fargo Prefers Steel Dynamics As Prices Stabilize; Morgan Stanley Still Sees More Upside Ahead For Steel Dynamics; AK Steel Blames China For Lower Outlook,2
HALO,2016-01-21,"Halozyme Confirms $5 Million Milestone Payment From AbbVie; Halozyme Reports Initial Dosing Of Adalimumab Using ENHANCE Technology, Triggers $5M Payment To Halozyme From Abbvie",2
JWN,2017-10-17,"From Nike To Netflix: What Teens Love And Hate In 2017; Retailers Report Earnings In The Weeks Ahead As They Gear Up For The Holiday Season; This Millennial Trader Pinpoints Customer Service As A Key Sign Of Company Longevity; Wall Street's M&A Chatter From October 16: Ruby Tuesday, Nordstrom, Aramark-Avendra, Impax-Amneal",2
TM,2010-05-18,"Toyota Motor Corporation (TM) Pays $16.4 Million Fine; Google Under Siege? (AAPL, AMZN, BIDU, F, GOOG, IYW, MSFT, QQQQ, RIMM, TM, VZ, XLK, YHOO)",0
AEZS,2016-07-01,"Mid-Afternoon Market Update: IntriCon Drops On Weak Forecast; Thor Industries Shares Spike Higher; 12 Biggest Mid-Day Gainers For Friday; Mid-Day Market Update: Franklin Covey Slides Following Weak Results; Aeterna Zentaris Shares Surge; Mid-Morning Market Update: Markets Open Higher; Micron To Lower Jobs; Aeterna Zentaris, Orient EuroPharma Co., Ltd. Sign Exclusive License Agreement for Zoptrex in Taiwan and Southeast Asia",2
LEDS,2016-09-06,"Traders Attributing Spike In SemiLEDs To USPTO Patent Filing In Body, Method of fabricating a flip chip light emitting diode (FCLED) die having N-conductor layer; SemiLeds Spikes to High of $7.28 on Volume; Hearing Patent Award",2
CNX,2014-06-06,"Market Wrap For June 6: Markets Higher After In-Line Jobs Report; UPDATE: Goldman Sachs Upgrades CONSOL Energy, Downgrades Peabody Energy; Goldman Sachs Rating Changes; How Did CONSOL And Peabody Energy React?; Goldman Sachs Upgrades CONSOL Energy Inc. to Buy, Raises PT to $55.00",0
FISV,2010-10-06,Fiserv Sees Momentum Picking Up ; Fiserv Post Investor Day: Still Waiting For Follow-Through; Oppenheimer Says Momentum For Fiserv Picking Up (FISV),1
DKS,2016-07-14,"Shares of Dicks Indicated Up 1+%, Likely On The Heels of NY Post Article 'Cabela's nears sale to Goldman Sachs and Bass Pro Shops'; Benzinga's Top Upgrades; A Peek Into The Markets: U.S. Stock Futures Surge Ahead Of Jobless Claims; RBC Capital Upgrades Dick's Sporting Goods to Outperform",1
SWM,2017-09-26,"Benzinga's Top Upgrades, Downgrades For September 26, 2017; DA Davidson Initiates Coverage On Schweitzer-Mauduit Intl with Buy Rating, Announces $47.00 Price Target",1
TM,2011-08-31,"Tomorrow's Economic Reports September 1, 2011; Japanese Automakers Boosting Production Like Never Before - Bloomberg",1
AVY,2012-10-24,"Avery Dennison Guides FY EPS $2-2.05, Had Seen $1.90-2.05 vs $1.94 Est; Avery Dennison Reports Q3 EPS $0.53 vs $0.45 Est; Revenues $1.49B vs $1.48B Est",1
EFX,2017-06-13,"Benzinga's Top Upgrades, Downgrades For June 13, 2017; Equifax Gets Credit From Argus; Analyst Initiates At Buy; Argus Initiates Coverage On Equifax with Buy Rating, Announces $166.00 Price Target",2
AZN,2014-05-06,"Market Wrap For May 6: Dow Suffers Triple-Digit Point Loss, Nasdaq Underperforms Once Again; Astrazeneca CEO Says Range of Opinion on Pfizer Offer from Shareholders, Overall Feedback Supportive -Reuters; Spokesperson for British PM Cameron Says Significant that Pfizer has Chosen to Engage With Britain Over Potential Takeover of AstraZeneca -Reuters; British Parliament Science Committee Requests Meeting with Pfizer, Astrazeneca Management to Discuss Potential Takeover; AstraZeneca Announces FDA Approval of EPANOVA for Treatment of Adults with Severe Hypertriglyceridemia ",1
MTOR,2015-08-14,"Meritor Is 'Executing In A Difficult Environment,' So Give It A Look Investors; Benzinga's Top Upgrades; Longbow Research Upgrades Meritor to Buy, Announces $17.00 PT",2
SNV,2017-10-17,"Synovus Q3 EPS $0.65 vs $0.65 Est., Sales $330.99M vs $333.79M Est.; Earnings Scheduled For October 17, 2017",1
VNOM,2016-02-16,Diamondback Energy Subsidiary Viper Energy Partners Reports Q4 Net Income $0.06/Unit vs $0.14/Unit in the Same Qtr. Last Year; 8 MLP Distribution Changes You Might've Missed,0
CPST,2012-02-03,Capstone Turbine Trading 7.3% Lower on Heavy Volume; Currently at $1.27; Capstone Turbine Spikes Lower on Mixed-Shelf Filing; Capstone Turbine Files $100M Mixed Securities Shelf,0
COF,2010-01-27,"United Steel (X) Loses Third of its Value in 5 Sessions as Reality Finally Trumps Perception; Stock Market News for January 27, 2010 - Market News",2
NAV,2011-10-14,"Carl Icahn, The Truck Driver; Option Alert: Navistar October 45 Call Rises 1100% ; Deutsche Bank Maintains Buy Rating on Navistar",0
GGP,2017-02-01,Benzinga's Option Alert Recap From February 1; Option Alert: Gen Growth Prop Mar 21.0 Puts Sweep: 651 @  ASK  $0.15: 651 traded vs 0 OI:  Earnings 5/1 After Close (est)  $25.11 Ref,1
NM,2010-05-27,Earnings Send Navios Maritime Holdings (NM) Up 8%; Navios Maritime (NM) Profit More Than Doubles,2
NRG,2014-09-09,"Apple Unveils Watch, Larger iPhones; Francesca's Shares Drop After Downbeat Results; Annie's Surges On Acquisition News; Pep Boys Shares Dip; Markets Open Lower; Barnes & Noble Reports Narrower Loss; Morning Market Losers ",1
AZN,2016-04-07,"Stifel Comments On Relypsa M&A Rumors: 'Timing Could Be Tricky'; Cantor: Relypsa Sale Makes Sense; BZ NOTE: Relypsa Has Been Mentioned In Rumors Over Past 7 Months In Possible M&A Talk With Sanofi, Merck, Astra Zeneca",1
NBL,2017-11-08,UPDATE: Noble Energy Reports Total Consideration For Sale Of Land To SRC Energy Of $608M; SRC Energy Acquires Stategic Acreage From Noble Energy For $568M,0
MDU,2014-09-15,Morning Market Losers ; Mdu Res Group Inc Lowers FY2014 EPS Guidance from $1.50-1.65 to $1.40-1.50 vs $1.59 Est; MDU Resources Reports Lowered FY14 Earnings Outlook,2
ASR,2010-12-10,Pacifico's Traffic Declines - Analyst Blog; Pacifico's Traffic Declines - Analyst Blog; Morgan Stanley Upgrades ASR To Overweight,1
STLD,2016-11-14,"10 Stocks That Rallied Four Days, Then Sold Off On Friday; Berenberg Downgrades Steel Dynamics, Inc. - Common Stock to Hold",2
NRG,2016-08-09,"NRG Energy Reports Q2 EPS $(0.61), Rev. $2.638B; Earnings Scheduled For August 9, 2016",0
ETN,2011-01-10,Parker-Hannifin Acquires HDA - Analyst Blog; Parker-Hannifin Acquires HDA - Analyst Blog,1
NM,2016-08-25,"Mid-Afternoon Market Update: Guess? Jumps On Earnings Beat; Signet Jewelers Shares Tumble; 18 Biggest Mid-Day Losers For Thursday; Mid-Day Market Update: Dollar General Falls Following Weak Results; AEP Industries Shares Spike Higher; Navios Maritime Holding Reports Q2 EPS $(0.29) vs. Est. $(0.20), Rev. $105.733M vs. Est. $112.07M; Earnings Scheduled For August 25, 2016",0
AEG,2015-05-05,Benzinga's Top Downgrades; Bank of America Downgrades AEGON To  Underweight; Bank of America Downgrades Aegon to Underweight,1
SNY,2010-12-22,What's Hot on TheStreet; Another Setback for AstraZeneca  - Analyst Blog; Another Setback for AstraZeneca  - Analyst Blog; 2011 Big-Cap Biotech Preview,1
SNY,2016-02-02,"Merck, Sanofi Exploring Potential End To Joint Venture In Europe; Sanofi, Merck Considering Ending JV to Sell Vaccines in Europe -Bloomberg",1
AGRX,2014-06-17,"Morning Market Movers ; RBC Capital Initiates Coverage on Agile Therapeutics at Outperform, Announces $12.00 PT; Janney Capital Initiates Coverage on Agile Therapeutics at Buy, Announces $18.00 PT; William Blair Initiates Coverage on Agile Therapeutics at Outperform; Cantor Fitzgerald Initiates Coverage on Agile Therapeutics at Buy, Announces $17.00 PT",2
ONP,2014-02-25,"Orient Paper, Inc. Reports Q4 EPS of $0.19; Revenue of $35.20M; Orient Paper Reports Prelim. Q4 EPS $0.19 on Sales $35.2M",2
NNI,2013-03-08,"UPDATE: Compass Point Initiates Nelnet at Buy on Cash Flow, Catalysts; Benzinga's Top Initiations; Compass Point Initiates Coverage on Nelnet, Inc. at Buy, Announces $41.00 PT",0
TM,2011-03-16,"What's Hot on TheStreet; Japan Stock Market Crash, Keep an Eye on Microchip Companies (TXN, ONNN, XLNX, MXIM, ALTR, ADI, LLTC; Pre-Market News And Views",0
NBL,2012-01-11,"UPDATE: Stifel Nicolaus Initiates Hold on Noble Energy; Stifel Nicolaus Initiates Coverage on APA, CVE, NBL",1
CSV,2013-05-07,"Carriage Services, Inc. EPS for Next Four Quarters $1.11-1.13 vs $1.13 Est; Sees Sales $231.0M-232.0M vs $224.70M Est; Carriage Services, Inc. Reports Q1 EPS of $0.32 vs $0.34 Est; Revenue of $58.10M vs $57.88M Est",1
KEY,2016-04-21,"KeyCorp Q1 EPS $0.24 vs $0.25 est, Revenue$1.04B vs $1.04B est; Earnings Scheduled For April 21, 2016",2
G,2016-11-02,"Genpact Sees FY16 Rev. $2.57-$2.58B vs. Est. $2.60B, EPS $1.42-$1.43 vs. Est. $1.42; Genpact Reports Q3 EPS $0.33 vs. Est. $0.36, Rev. $648.8M vs. Est. $659M; Earnings Scheduled For November 2, 2016",1
DG,2011-10-11,"Brian Sozzi Talks 99 Cents Only Deal; 99 Cents is Big Pimpin', Spend the B's",2
ELGX,2017-05-17,"UPDATE: Endologix Says Will Collaborate with FDA Over Coming Months on Study Protocol, Sees Starting Patient Enrollment in Q4'17, Sees PMA Approval in 2020; Endologix Offers Update on Nellix System US Regulatory Status: Following Meeting with FDA, Co. Will Seek US Approval by Conducting Confirmatory Clinical Study with IFU, Gen2 Device Design",1
GGP,2011-11-09,General Growth Properties' FFO Falls; General Growth Properties Reports Q3 FFO $0.23 vs $0.22 Est; Revenues $684.30M vs $683.69M Est	,1
SNY,2012-03-16,"Sanofi to Acquire Pluromed, Inc., Expanding Its Presence in Biosurgery ; Sanofi To Buy Pluromed",1
EROS,2016-06-07,Asensio Releases Negative Report On Eros International Regarding Auditing; Eros Sells Off to Low of $13.38 on Vol; Traders Attribute to Negative Report Circulating,1
BPI,2011-08-03,J.P. Morgan Comments On Solid 2Q11 Results For Bridgepoint Education; JP Morgan Raises PT On Bridgepoint Education To $22; Piper Jaffray Overweight On Bridgepoint Education  ,1
MDCO,2016-02-17,"The Medicines Co. Reports Q4 Adj. EPS from Continuing Operations $(0.88) vs $(1.54) Est., Sales $67.2M vs $64M Est.; Earnings Scheduled For February 17, 2016",2
BCBP,2017-09-08,22 Biggest Mid-Day Losers For Friday; BCB Bancorp Announces $40M Common Stock Offering Priced At $12.25/Share,0
MTOR,2011-11-15,"Afternoon Movers; Markets Moved Higher; Meritor Reports Q4 EPS $0.32 vs $0.25 Est; Revenues $1.22B vs $1.23B Est; Meritor Reports Q4 EPS $0.40, May Not Be Comparable to $0.25 Est; Revenues $1.2B vs $1.23B Est		",0
RLJ,2015-10-15,"6 Ways To Invest In Super Bowl 50; Canaccord Expecting San Francisco Hotel RevPAR To Gain 5% In Q1 Driven By The SuperBowl, Believes Investors Do Not Anticipate Q1 Outperformance Of Lodging REITs",1
TM,2010-11-10,"Rattner: ""I Think We Can Declare Victory""; Jim Cramer: Ford Gains, Retailer Spending, And Not Freaking Out About Cotton",1
JRVR,2016-11-22,15 Biggest Mid-Day Losers For Tuesday; 18 Stocks Moving In Tuesday's Pre-Market Session,2
TXRH,2012-07-31,"UPDATE: Deutsche Bank Reduces PT to $19 on Texas Roadhouse on Traffic Weakness  ; Deutsche Bank Maintains Texas Roadhouse at Hold, Lowers PT from $20 to $19",0
TM,2017-07-03,Tesla: Why Short Sellers Won't Recoup Their Losses; No Respite In June As Auto Sales Continue To Skid; Toyota North America Reports US Sales Up 2.1% For June,1
EFX,2017-10-05,"Watching Equifax Shares Following Comment From Former CEO Smith He Has Not Had Interactions With US CFPB Since Hack; The Market In 5 Minutes: Shopify, Equifax And More; 25 Stocks Moving In Thursday's Pre-Market Session",1
TM,2013-01-03,"Market Wrap for Thursday, January 3: Rally Erased Following Fed Minutes; December Auto Sales Roundup: Ford, GM Up on Sales Beat; On Toyota Sales Call: Sees Total US Auto Market of 14.7M in 2013; December Auto Sales Round-up!; Toyota Motor Reports Same-Store Sales Up 9% in Dec",1
